,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Possession Quality,Possession Quality,Possession Quality,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
236,Corey Perry,34,DAL,RW,57,7,0.09,0.28,0.37,0.12,1.23,1.35,6,19,25,8,38,14,27,0,-2,26.6,25.8,0.8,0.5,1.0,1.5,1,0,1,0.0,perryco01
237,Cory Conacher,30,TBL,LW,4,0,0.00,0.25,0.25,0.07,1.00,1.25,0,1,1,0,2,0,3,0,-2,1.7,2.2,-0.5,0.0,0.0,-0.1,0,,,,conacco01
238,Cory Schneider,33,NJD,G,13,0,0.00,0.08,0.08,0.02,0.00,0.00,0,1,1,0,30,6,40,8,0,25.8,22.7,,0.0,0.0,1.2,0,,,,schneco01
239,Craig Anderson,38,OTT,G,34,0,0.00,0.03,0.03,0.01,0.00,0.00,0,1,1,0,84,12,99,24,0,55.9,64.1,,0.0,0.0,4.9,0,,,,andercr01
240,Craig Smith,30,NSH,C,69,13,0.26,0.19,0.45,0.19,0.49,2.67,22,15,37,16,62,16,27,0,18,39.4,31.4,8.0,2.4,1.6,4.0,1,0,1,0.0,smithcr01
241,Curtis Lazar,24,BUF,C/RW,38,4,0.13,0.13,0.26,0.11,0.24,0.87,6,6,12,5,15,0,27,9,-3,10.5,14.8,-4.3,0.3,0.4,0.7,0,,,,lazarcu01
242,Curtis McElhinney,36,TBL,G,18,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,52,10,52,12,0,34.4,33.5,,0.0,0.0,2.9,0,,,,mcelhcu01
243,Dakota Mermis,26,NJD,D,10,1,0.10,0.30,0.40,0.14,0.40,1.70,1,4,5,2,12,0,6,1,7,8.5,6.5,1.9,0.3,1.0,1.3,0,,,,mermida01
244,Dale Weise,31,MTL,RW,23,2,0.04,0.17,0.22,0.07,0.70,0.65,1,5,6,2,7,0,7,0,1,8.8,7.8,0.9,0.0,0.3,0.3,0,,,,weiseda01
245,Dalton Prout,29,SJS,D,2,0,0.00,0.00,0.00,0.00,3.50,1.00,0,0,0,0,1,0,1,0,0,0.6,1.2,-0.6,0.0,0.1,0.0,0,,,,proutda01
246,Dalton Smith,27,BUF,LW,1,0,0.00,0.00,0.00,0.00,2.00,0.00,0,0,0,0,1,0,0,0,1,0.1,0.0,0.1,0.0,0.0,0.0,0,,,,smithda03
247,Damon Severson,25,NJD,D,69,11,0.12,0.33,0.45,0.15,0.75,1.65,10,27,37,13,68,16,92,18,-20,51.0,57.6,-6.7,2.0,2.4,4.4,2,1,1,50.0,severda01
248,Dan Hamhuis,37,NSH,D,60,2,0.00,0.13,0.13,0.04,0.58,0.73,0,10,10,3,32,0,47,21,6,25.3,29.7,-4.5,-0.3,2.0,1.7,0,,,,hamhuda01
249,Daniel Carr,28,NSH,LW,11,1,0.09,0.00,0.09,0.05,0.36,1.27,1,0,1,1,4,0,9,0,-5,4.3,5.6,-1.3,-0.1,-0.1,-0.2,1,1,0,100.0,carrda01
250,Daniel Sprong,22,ANA,RW,8,1,0.13,0.13,0.25,0.11,0.00,2.13,1,1,2,1,6,2,7,0,-2,5.0,4.6,0.4,0.0,0.1,0.1,0,,,,spronda01
251,Danil Yurtaykin,22,SJS,F,4,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,1,0,2,0,-1,1.4,1.9,-0.5,-0.1,0.0,-0.1,0,,,,yurtada01
252,Danny DeKeyser,29,DET,D,8,1,0.00,0.50,0.50,0.13,0.50,1.50,0,5,5,1,10,0,12,4,0,5.2,7.5,-2.3,0.2,0.5,0.7,0,,,,dekeyda01
253,Dante Fabbro,21,NSH,D,64,4,0.08,0.09,0.17,0.07,0.59,1.44,6,7,13,5,44,1,55,3,-7,42.4,48.0,-5.6,0.1,1.6,1.7,0,,,,fabbrda01
254,Danton Heinen,24,TOT,C/LW,67,10,0.15,0.24,0.39,0.15,0.15,1.63,11,19,30,11,46,15,34,2,-2,31.4,33.4,-2.0,1.0,1.1,2.1,0,,,,heineda01
254,Danton Heinen,24,BOS,C/LW,58,8,0.12,0.26,0.38,0.14,0.14,1.55,8,18,26,9,41,15,23,1,3,24.8,25.0,-0.1,0.6,1.1,1.7,0,,,,heineda01
254,Danton Heinen,24,ANA,C/LW,9,2,0.33,0.11,0.44,0.22,0.22,2.11,3,1,4,2,5,0,11,1,-5,6.6,8.4,-1.8,0.3,0.0,0.3,0,,,,heineda01
255,Darcy Kuemper,29,ARI,G,29,0,0.00,0.00,0.00,0.00,0.21,0.00,0,0,0,0,77,20,65,14,0,59.4,57.6,,0.0,0.0,6.9,0,,,,kuempda01
256,Darnell Nurse,24,EDM,D,71,10,0.07,0.39,0.46,0.14,0.68,2.39,6,32,38,12,82,8,93,15,-2,63.4,65.1,-1.7,1.8,3.8,5.5,0,,,,nurseda01
257,Darren Helm,33,DET,C/LW,68,7,0.13,0.10,0.24,0.10,0.54,1.50,10,8,18,8,21,0,44,16,-6,28.5,32.7,-4.2,-0.1,1.2,1.1,0,,,,helmda01
258,David Ayres,42,CAR,G,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,2,0,2,0,0,0.3,1.1,,0.0,0.0,-0.1,0,,,,ayresda01
259,David Backes,35,TOT,C,22,2,0.05,0.23,0.27,0.09,1.00,1.55,1,5,6,2,9,1,10,0,-1,7.6,5.6,1.9,0.1,0.2,0.4,0,,,,backeda01
259,David Backes,35,BOS,C,16,1,0.06,0.13,0.19,0.07,1.00,1.63,1,2,3,1,5,1,6,0,-2,5.8,3.4,2.3,0.0,0.1,0.1,0,,,,backeda01
259,David Backes,35,ANA,C,6,1,0.00,0.50,0.50,0.14,1.00,1.33,0,3,3,1,4,0,4,0,1,1.8,2.2,-0.4,0.1,0.1,0.2,0,,,,backeda01
260,David Gustafsson,19,WPG,C,22,1,0.05,0.00,0.05,0.02,0.00,0.18,1,0,1,1,2,0,4,0,-2,1.4,5.7,-4.4,-0.2,0.1,-0.1,0,,,,gustada01
261,David Kämpf,25,CHI,C,70,7,0.11,0.11,0.23,0.09,0.11,1.29,9,9,18,7,23,0,51,17,-11,31.9,38.6,-6.6,-0.2,0.6,0.3,0,,,,kampfda01
262,David Kaše,23,PHI,RW,6,1,0.17,0.00,0.17,0.09,0.00,0.83,1,0,1,1,1,0,1,0,1,1.4,1.4,0.0,0.0,0.1,0.1,0,,,,kaseda01
263,David Krejčí,33,BOS,C,61,15,0.21,0.49,0.70,0.25,0.38,1.36,15,35,50,18,61,15,33,0,14,33.0,33.8,-0.8,2.7,1.8,4.5,2,0,2,0.0,krejcda01
264,David Pastrňák,23,BOS,RW,70,39,0.69,0.67,1.36,0.55,0.57,3.99,57,55,112,46,120,48,51,0,21,45.2,36.7,8.5,10.8,2.4,13.2,6,1,5,16.7,pastrda01
265,David Perron,31,STL,LW,71,23,0.35,0.49,0.85,0.32,0.73,2.34,29,41,70,27,90,34,55,1,2,40.4,41.2,-0.8,5.0,1.6,6.6,5,2,3,40.0,perroda01
266,David Rittich,27,CGY,G,48,0,0.00,0.02,0.02,0.01,0.13,0.00,0,1,1,0,129,28,137,25,0,92.4,95.0,,0.0,0.0,7.9,0,,,,rittida01
267,David Savard,29,CBJ,D,68,3,0.00,0.16,0.16,0.04,0.51,1.43,0,13,13,4,52,2,64,13,-3,49.5,43.6,5.9,-0.6,3.6,2.9,0,,,,savarda01
268,Dean Kukan,26,CBJ,D,33,2,0.03,0.12,0.15,0.05,0.36,1.55,1,5,6,2,14,1,22,0,-9,18.1,17.0,1.1,0.0,0.7,0.7,0,,,,kukande01
269,Denis Gurianov,22,DAL,RW,64,13,0.31,0.14,0.45,0.21,0.20,2.06,24,11,35,16,46,16,27,0,5,31.5,28.6,2.9,2.7,1.3,4.0,1,1,0,100.0,guriade01
270,Denis Malgin,23,TOT,C,44,4,0.09,0.18,0.27,0.10,0.32,1.14,5,10,15,5,23,2,33,1,-9,18.9,20.5,-1.6,0.1,0.2,0.3,0,,,,malgide01
270,Denis Malgin,23,FLA,C,36,4,0.11,0.22,0.33,0.12,0.33,1.31,5,10,15,5,22,2,29,1,-6,15.1,17.1,-2.0,0.4,0.2,0.6,0,,,,malgide01
270,Denis Malgin,23,TOR,C,8,0,0.00,0.00,0.00,0.00,0.25,0.38,0,0,0,0,1,0,4,0,-3,3.6,3.3,0.3,-0.2,0.0,-0.3,0,,,,malgide01
271,Dennis Cholowski,21,DET,D,36,3,0.06,0.17,0.22,0.07,0.17,1.42,2,7,9,3,22,9,42,1,-26,22.7,24.6,-1.9,0.1,0.0,0.1,0,,,,cholode01
272,Dennis Gilbert,23,CHI,D,21,1,0.05,0.10,0.14,0.05,1.81,0.57,1,2,3,1,11,0,22,3,-8,9.8,17.4,-7.6,0.0,0.0,0.0,0,,,,gilbede01
273,Derek Forbort,27,TOT,D,20,0,0.00,0.05,0.05,0.01,0.20,1.10,0,1,1,0,6,1,15,5,-5,11.4,11.1,0.3,-0.3,0.5,0.2,0,,,,forbode01
273,Derek Forbort,27,LAK,D,13,0,0.00,0.08,0.08,0.02,0.31,1.15,0,1,1,0,3,1,10,4,-4,7.1,6.8,0.3,-0.2,0.3,0.1,0,,,,forbode01
273,Derek Forbort,27,CGY,D,7,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,3,0,5,1,-1,4.3,4.2,0.1,-0.2,0.2,0.1,0,,,,forbode01
274,Derek Grant,29,TOT,C,56,11,0.27,0.18,0.45,0.20,0.54,1.68,17,12,29,13,35,6,40,14,1,20.2,26.2,-6.0,2.0,1.0,2.9,0,,,,grantde01
274,Derek Grant,29,ANA,C,49,10,0.29,0.12,0.41,0.19,0.57,1.65,16,7,23,11,30,5,37,13,-1,16.3,21.9,-5.5,1.7,0.8,2.4,0,,,,grantde01
274,Derek Grant,29,PHI,C,7,2,0.14,0.57,0.71,0.23,0.29,1.86,1,5,6,2,5,1,3,1,2,3.5,4.2,-0.7,0.3,0.2,0.5,0,,,,grantde01
275,Derek Ryan,33,CGY,C,68,11,0.15,0.28,0.43,0.16,0.15,1.50,12,22,34,13,39,6,35,11,9,29.2,29.3,-0.1,1.3,1.6,2.8,1,1,0,100.0,ryande01
276,Derek Stepan,29,ARI,C,70,10,0.14,0.26,0.40,0.15,0.23,2.26,12,21,33,12,51,13,58,18,-4,35.3,38.3,-3.1,0.5,1.5,2.0,0,,,,stepade01
277,Derick Brassard,32,NYI,C,66,11,0.15,0.33,0.48,0.17,0.24,1.67,12,27,39,14,51,15,37,1,-2,32.0,32.4,-0.4,1.7,1.0,2.7,1,0,1,0.0,brassde01
278,Derrick Pouliot,26,STL,D,2,0,0.00,0.00,0.00,0.00,1.00,0.50,0,0,0,0,0,0,1,0,-1,0.4,0.4,0.0,0.0,0.0,-0.1,0,,,,poulide01
279,Deryk Engelland,37,VEG,D,49,2,0.02,0.10,0.12,0.04,0.76,1.20,1,6,7,2,37,0,50,19,6,33.4,27.8,5.6,-0.3,2.1,1.8,0,,,,engelde01
280,Devan Dubnyk,33,MIN,G,30,0,0.00,0.00,0.00,0.00,0.07,0.00,0,0,0,0,81,17,93,21,0,54.5,51.1,,0.0,0.0,3.1,0,,,,dubnyde01
281,Devin Shore,25,TOT,C,45,5,0.11,0.16,0.27,0.11,0.18,1.11,6,8,14,5,19,2,28,0,-10,15.7,22.0,-6.4,0.3,0.3,0.6,0,,,,shorede01
281,Devin Shore,25,ANA,C,39,4,0.10,0.15,0.26,0.10,0.21,1.21,5,7,12,5,17,2,24,0,-8,14.7,19.5,-4.8,0.2,0.3,0.4,0,,,,shorede01
281,Devin Shore,25,CBJ,C,6,1,0.17,0.17,0.33,0.14,0.00,0.50,1,1,2,1,2,0,4,0,-2,0.9,2.5,-1.6,0.1,0.0,0.2,0,,,,shorede01
282,Devon Toews,25,NYI,D,68,9,0.09,0.32,0.41,0.14,0.24,1.79,7,27,34,11,65,11,52,1,1,56.5,45.0,11.5,1.7,3.3,5.0,1,0,1,0.0,toewsde01
283,Dillon Dubé,21,CGY,C,45,6,0.13,0.22,0.36,0.13,0.13,1.33,7,12,19,7,28,4,23,0,0,22.1,21.1,0.9,0.7,0.7,1.4,1,1,0,100.0,dubedi01
284,Dmitry Kulikov,29,WPG,D,51,3,0.04,0.16,0.20,0.06,0.63,1.06,2,9,11,4,35,1,51,11,-4,34.7,42.1,-7.4,-0.1,1.9,1.8,0,,,,kulikdm01
285,Dmitry Orlov,28,WSH,D,69,9,0.06,0.33,0.39,0.12,0.52,1.52,5,27,32,10,82,10,76,7,5,57.2,55.8,1.3,1.3,2.7,4.0,1,0,1,0.0,orlovdm01
286,Dmytro Timashov,23,TOT,LW,44,4,0.09,0.11,0.20,0.08,0.36,0.84,5,6,11,4,14,1,9,0,1,11.6,14.4,-2.8,0.3,0.4,0.7,0,,,,timasdm01
286,Dmytro Timashov,23,TOR,LW,39,4,0.10,0.13,0.23,0.09,0.41,0.87,5,6,11,4,13,1,8,0,1,10.6,11.6,-1.0,0.4,0.3,0.8,1,0,1,0.0,timasdm01
286,Dmytro Timashov,23,DET,LW,5,0,0.00,0.00,0.00,0.00,0.00,0.60,0,0,0,0,1,0,1,0,0,0.9,2.8,-1.9,-0.2,0.1,-0.1,0,,,,timasdm01
287,Dominic Toninato,25,FLA,C,46,4,0.09,0.15,0.24,0.09,0.80,0.83,5,8,13,5,21,0,20,3,4,17.2,20.2,-3.1,0.1,0.7,0.7,0,,,,tonindo01
288,Dominik Kahun,24,TOT,C,56,12,0.21,0.34,0.55,0.21,0.14,1.55,14,22,36,14,43,4,32,0,8,27.0,26.6,0.4,2.3,1.1,3.4,0,,,,kahundo01
288,Dominik Kahun,24,PIT,C,50,10,0.20,0.34,0.54,0.20,0.16,1.58,12,20,32,12,38,4,28,0,6,24.6,23.3,1.3,1.9,1.0,2.9,1,0,1,0.0,kahundo01
288,Dominik Kahun,24,BUF,C,6,2,0.33,0.33,0.67,0.28,0.00,1.33,2,2,4,2,5,0,4,0,2,2.4,3.3,-0.9,0.4,0.2,0.6,1,1,0,100.0,kahundo01
289,Dominik Kubalík,24,CHI,LW,68,21,0.44,0.24,0.68,0.30,0.24,2.31,36,19,55,25,64,11,51,0,2,40.0,41.8,-1.8,5.0,1.1,6.1,0,,,,kubaldo01
290,Dominik Simon,25,PIT,C,64,8,0.11,0.23,0.34,0.12,0.19,1.59,8,18,26,9,36,1,45,2,-9,40.0,36.6,3.4,0.4,0.7,1.1,1,0,1,0.0,simondo01
291,Dougie Hamilton,26,CAR,D,47,14,0.30,0.55,0.85,0.31,0.68,3.62,17,31,48,18,80,22,44,15,30,41.0,29.0,12.0,4.0,4.6,8.6,2,1,1,50.0,hamildo01
292,Drake Batherson,21,OTT,C,23,4,0.13,0.30,0.43,0.16,0.57,1.39,3,8,11,4,14,8,18,0,-12,8.6,11.8,-3.2,0.3,-0.1,0.3,2,0,2,0.0,bathedr01
293,Drake Caggiula,25,CHI,LW,40,7,0.23,0.15,0.38,0.16,0.80,1.40,11,7,18,8,25,1,32,5,-3,18.9,20.5,-1.6,1.1,0.4,1.5,0,,,,caggidr01
294,Drew Doughty,30,LAK,D,67,11,0.10,0.42,0.52,0.17,0.54,2.10,8,33,41,13,71,21,90,23,-16,49.9,55.4,-5.4,2.1,3.3,5.4,0,,,,doughdr01
295,Dryden Hunt,24,FLA,LW,21,1,0.00,0.19,0.19,0.05,1.14,1.57,0,5,5,1,7,0,8,0,0,8.6,8.0,0.6,-0.2,0.2,0.0,0,,,,huntdr01
296,Duncan Keith,36,CHI,D,61,8,0.05,0.39,0.44,0.13,0.30,1.82,4,28,32,10,73,15,74,16,1,53.2,58.6,-5.4,1.2,3.0,4.2,0,,,,keithdu01
297,Dustin Brown,35,LAK,RW,66,14,0.26,0.27,0.53,0.21,0.33,2.56,20,21,41,17,62,16,58,10,-1,35.6,39.1,-3.5,1.8,1.6,3.5,1,0,1,0.0,browndu01
298,Dylan DeMelo,26,TOT,D,59,3,0.00,0.17,0.17,0.05,0.63,1.25,0,12,12,3,50,3,56,13,4,42.3,37.2,5.1,-0.4,2.7,2.2,0,,,,demeldy01
298,Dylan DeMelo,26,OTT,D,49,3,0.00,0.20,0.20,0.06,0.63,1.31,0,12,12,3,45,3,51,12,3,35.9,29.7,6.2,-0.2,2.2,2.0,0,,,,demeldy01
298,Dylan DeMelo,26,WPG,D,10,0,0.00,0.00,0.00,0.00,0.60,1.00,0,0,0,0,5,0,5,1,1,6.4,7.5,-1.1,-0.3,0.5,0.3,0,,,,demeldy01
299,Dylan Gambrell,23,SJS,C,50,4,0.10,0.12,0.22,0.09,0.34,0.86,6,7,13,5,25,3,34,5,-8,18.4,21.1,-2.8,-0.1,0.6,0.5,0,,,,gambrdy01
300,Dylan Larkin,23,DET,C,71,19,0.27,0.48,0.75,0.27,0.55,3.14,22,39,61,23,84,22,95,9,-21,52.9,52.1,0.8,2.9,1.5,4.5,5,3,2,60.0,larkidy01
301,Dylan McIlrath,27,DET,D,16,0,0.00,0.00,0.00,0.00,1.44,0.88,0,0,0,0,3,0,13,4,-4,4.7,7.9,-3.1,-0.3,0.4,0.1,0,,,,mcilrdy01
302,Dylan Sikura,24,CHI,C,9,1,0.11,0.22,0.33,0.12,0.00,1.11,1,2,3,1,4,0,3,0,1,3.1,5.3,-2.2,0.2,0.1,0.3,0,,,,sikurdy01
303,Dylan Strome,22,CHI,C,58,14,0.21,0.45,0.66,0.23,0.28,1.67,14,31,45,16,54,13,40,0,1,34.0,39.4,-5.4,2.5,1.0,3.5,1,0,1,0.0,stromdy01
304,Eetu Luostarinen,21,CAR,C,8,0,0.00,0.13,0.13,0.03,0.00,1.13,0,1,1,0,1,0,3,0,-2,3.5,2.6,1.0,-0.1,0.0,-0.1,0,,,,luostee01
305,Egor Korshkov,23,TOR,F,1,1,1.00,0.00,1.00,0.55,0.00,1.00,1,0,1,1,1,0,0,0,1,0.1,0.5,-0.5,0.2,0.0,0.2,0,,,,korsheg01
306,Elias Lindholm,25,CGY,C,70,23,0.41,0.36,0.77,0.33,0.31,2.41,34,29,63,26,82,27,85,19,-8,44.3,43.6,0.6,4.7,1.4,6.1,1,0,1,0.0,lindhel01
307,Elias Pettersson,21,VAN,C,68,25,0.40,0.57,0.97,0.36,0.26,2.38,32,47,79,30,106,38,51,0,16,48.6,36.6,12.1,5.7,2.0,7.7,7,4,3,57.1,petteel01
308,Elvis Merzļikins,25,CBJ,G,33,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,71,13,70,10,0,57.9,58.4,,0.0,0.0,6.5,0,,,,merzlel01
309,Emil Bemström,20,CBJ,C,56,8,0.18,0.18,0.36,0.15,0.14,1.73,12,12,24,10,29,11,28,0,-10,20.4,19.2,1.1,1.1,0.6,1.7,1,0,1,0.0,bemstem01
310,Eric Comrie,24,DET,G,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,4,0,9,1,0,3.9,4.5,,0.0,0.0,0.0,0,,,,comrier01
311,Eric Robinson,24,CBJ,LW,50,5,0.14,0.10,0.24,0.10,0.24,1.38,8,6,14,6,23,0,13,0,10,21.5,15.2,6.3,0.4,1.1,1.6,0,,,,robiner01
312,Eric Staal,35,MIN,C,66,18,0.29,0.42,0.71,0.27,0.42,1.71,23,33,56,22,76,22,64,1,-9,34.7,35.4,-0.7,3.6,0.8,4.4,0,,,,staaler01
313,Erik Brännström,20,OTT,D,31,1,0.00,0.13,0.13,0.04,0.52,1.23,0,5,5,1,18,2,26,2,-9,14.8,14.8,0.0,-0.2,0.2,0.1,0,,,,branner01
314,Erik Černák,22,TBL,D,67,5,0.07,0.10,0.18,0.07,0.88,1.87,6,8,14,5,53,1,64,22,11,40.6,42.0,-1.3,0.1,3.1,3.2,0,,,,cernaer01
315,Erik Gudbranson,28,TOT,D,51,4,0.08,0.10,0.18,0.07,1.86,1.53,5,6,11,4,38,0,52,14,0,31.2,35.7,-4.5,0.1,2.2,2.4,0,,,,gudbrer01
315,Erik Gudbranson,28,ANA,D,44,4,0.09,0.11,0.20,0.08,2.07,1.73,5,6,11,4,34,0,46,12,0,27.9,32.0,-4.1,0.3,2.0,2.3,0,,,,gudbrer01
315,Erik Gudbranson,28,PIT,D,7,0,0.00,0.00,0.00,0.00,0.57,0.29,0,0,0,0,4,0,6,2,0,3.3,3.8,-0.5,-0.1,0.2,0.1,0,,,,gudbrer01
316,Erik Gustafsson,27,TOT,D,66,10,0.09,0.35,0.44,0.14,0.41,1.56,7,27,34,11,75,17,70,1,-9,49.0,56.3,-7.3,1.9,2.0,3.9,0,,,,gustaer02
316,Erik Gustafsson,27,CHI,D,59,9,0.10,0.34,0.44,0.15,0.42,1.66,7,23,30,10,68,14,65,1,-8,44.4,51.5,-7.1,1.7,1.8,3.5,0,,,,gustaer02
316,Erik Gustafsson,27,CGY,D,7,1,0.00,0.43,0.43,0.12,0.29,0.71,0,4,4,1,7,3,5,0,-1,4.3,4.4,-0.1,0.2,0.2,0.4,0,,,,gustaer02
317,Erik Haula,28,TOT,LW,48,10,0.25,0.25,0.50,0.20,0.46,1.92,15,14,29,12,45,16,32,5,1,23.1,26.9,-3.8,1.5,0.9,2.4,0,,,,haulaer01
317,Erik Haula,28,CAR,LW,41,9,0.29,0.24,0.54,0.22,0.49,1.90,15,12,27,11,40,16,26,4,1,19.3,23.5,-4.3,1.6,0.8,2.4,1,0,1,0.0,haulaer01
317,Erik Haula,28,FLA,LW,7,1,0.00,0.29,0.29,0.08,0.29,2.00,0,2,2,1,5,0,6,1,0,3.8,3.4,0.4,-0.1,0.1,0.0,0,,,,haulaer01
318,Erik Johnson,31,COL,D,59,5,0.05,0.22,0.27,0.09,0.34,1.68,4,15,19,6,53,0,68,23,9,42.0,43.8,-1.8,0.4,2.8,3.1,0,,,,johnser01
319,Erik Karlsson,29,SJS,D,56,12,0.11,0.61,0.71,0.22,0.29,2.14,7,40,47,15,69,18,81,15,-15,49.2,45.2,4.0,2.9,2.7,5.5,2,0,2,0.0,karlser01
320,Esa Lindell,25,DAL,D,69,7,0.04,0.29,0.33,0.10,0.17,1.42,4,24,28,9,73,12,85,29,5,51.1,56.0,-5.0,0.6,4.7,5.4,0,,,,lindees01
321,Ethan Bear,22,EDM,D,71,7,0.07,0.23,0.30,0.10,0.46,1.39,6,19,25,8,75,6,86,13,-4,61.7,58.9,2.7,0.7,3.4,4.0,0,,,,bearet01
322,Evan Rodrigues,26,TOT,C,45,4,0.13,0.09,0.22,0.10,0.31,1.67,7,5,12,5,15,1,25,5,-8,17.1,17.0,0.1,0.2,0.3,0.5,0,,,,rodriev01
322,Evan Rodrigues,26,BUF,C,38,4,0.13,0.11,0.24,0.10,0.26,1.68,6,5,11,5,14,1,23,4,-8,15.2,15.8,-0.6,0.2,0.2,0.4,0,,,,rodriev01
322,Evan Rodrigues,26,PIT,C,7,1,0.14,0.00,0.14,0.08,0.57,1.57,1,0,1,1,1,0,2,1,0,1.8,1.2,0.7,0.0,0.1,0.1,0,,,,rodriev01
323,Evander Kane,28,SJS,LW,64,19,0.41,0.33,0.73,0.30,1.91,3.38,31,25,56,24,72,26,62,3,-12,41.6,44.2,-2.6,3.8,1.4,5.1,1,0,1,0.0,kaneev01
324,Evgeni Malkin,33,PIT,C,55,27,0.45,0.89,1.35,0.49,1.05,3.11,30,59,89,32,86,26,53,0,7,48.6,35.4,13.2,7.0,1.5,8.5,2,0,2,0.0,malkiev01
325,Evgenii Dadonov,30,FLA,RW,69,19,0.36,0.32,0.68,0.28,0.14,2.42,30,26,56,23,89,34,62,0,-7,45.7,41.8,3.9,3.9,0.9,4.8,0,,,,dadonev01
326,Evgeny Kuznetsov,27,WSH,C,63,20,0.30,0.52,0.83,0.31,0.63,2.05,23,39,62,23,80,22,60,0,-2,35.8,43.6,-7.8,4.2,0.9,5.1,8,2,6,25.0,kuzneev01
327,Evgeny Svechnikov,23,DET,LW,4,0,0.00,0.00,0.00,0.00,0.50,1.75,0,0,0,0,0,0,1,0,-1,2.4,1.6,0.7,-0.1,0.0,-0.1,0,,,,svechev01
328,Filip Chlapík,22,OTT,C,31,2,0.10,0.10,0.19,0.08,0.32,0.87,3,3,6,2,9,0,15,0,-7,9.0,9.9,-0.9,0.2,0.0,0.2,0,,,,chlapfi01
329,Filip Chytil,20,NYR,C,60,10,0.23,0.15,0.38,0.17,0.17,1.90,17,11,28,12,39,7,36,0,-7,33.8,35.5,-1.7,1.2,0.5,1.8,0,,,,chytifi01
330,Filip Forsberg,25,NSH,C,63,19,0.33,0.43,0.76,0.30,0.46,3.14,25,32,57,22,70,24,57,5,-7,36.7,36.4,0.3,4.0,0.8,4.8,5,4,1,80.0,forsbfi01
331,Filip Hronek,22,DET,D,65,11,0.14,0.34,0.48,0.16,0.71,1.92,10,25,35,12,61,14,117,31,-38,41.7,54.0,-12.3,2.0,1.5,3.6,0,,,,hronefi01
332,Filip Zadina,20,DET,RW,28,6,0.29,0.25,0.54,0.22,0.07,2.14,9,8,17,7,19,9,23,0,-13,12.6,14.1,-1.5,1.1,0.2,1.3,0,,,,zadinfi01
333,Frank Vatrano,25,FLA,LW,69,13,0.23,0.26,0.49,0.20,0.43,2.35,19,21,40,16,41,5,51,8,-8,31.8,33.8,-2.0,2.1,0.7,2.8,3,1,2,33.3,vatrafr01
334,Frans Nielsen,35,DET,C,60,3,0.07,0.08,0.15,0.06,0.13,1.43,5,6,11,4,18,3,44,16,-13,20.2,27.4,-7.2,-1.0,0.8,-0.2,2,0,2,0.0,nielsfr01
335,Frederik Andersen,30,TOR,G,52,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,168,31,142,30,0,113.5,102.3,,0.0,0.0,8.9,0,,,,anderfr01
336,Frederik Gauthier,24,TOR,C,61,5,0.11,0.08,0.20,0.08,0.16,0.69,8,6,14,6,18,0,32,13,-4,17.6,21.0,-3.3,0.3,0.3,0.7,0,,,,gauthfr01
337,Fredrik Claesson,27,NJD,D,5,1,0.20,0.20,0.40,0.16,0.00,0.20,1,1,2,1,4,0,4,1,1,3.9,2.5,1.4,0.2,0.3,0.5,0,,,,claesfr01
338,Gabriel Bourque,29,WPG,LW,52,2,0.04,0.08,0.12,0.04,0.13,0.63,2,5,7,2,9,1,12,3,-1,10.4,13.8,-3.5,-0.5,0.5,0.0,0,,,,bourqga01
339,Gabriel Carlsson,23,CBJ,D,6,0,0.00,0.00,0.00,0.00,0.33,0.50,0,0,0,0,1,0,3,1,-1,2.2,2.0,0.3,-0.1,0.1,0.0,0,,,,carlsga01
340,Gabriel Dumont,29,MIN,C,3,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,1.3,0.7,0.5,-0.1,0.0,-0.1,0,,,,dumonga01
341,Gabriel Landeskog,27,COL,LW,54,18,0.39,0.43,0.81,0.33,0.87,2.69,25,27,52,21,77,29,48,0,-2,36.4,30.6,5.8,3.6,1.0,4.6,1,0,1,0.0,landega01
342,Gabriel Vilardi,20,LAK,C,10,3,0.30,0.40,0.70,0.27,0.40,1.90,4,5,9,4,8,2,6,0,0,4.6,5.7,-1.1,0.7,0.2,0.8,1,0,1,0.0,vilarga01
343,Gaetan Haas,28,EDM,F,58,4,0.09,0.09,0.17,0.07,0.10,0.93,6,6,12,5,15,1,17,2,-1,15.8,15.7,0.1,-0.1,0.7,0.6,0,,,,haasga01
344,Gage Quinney,24,VEG,F,3,0,0.00,0.33,0.33,0.09,0.00,0.67,0,1,1,0,2,0,3,0,-1,1.2,1.0,0.2,0.0,0.0,0.0,0,,,,quinnga01
