,,,,,,,Per Game,Per Game,Per Game,Per Game,,,Adjusted,Adjusted,Adjusted,Adjusted,Plus/Minus,Plus/Minus,Plus/Minus,Plus/Minus,,Point Shares,Point Shares,Point Shares,Shootouts,Shootouts,Shootouts,Shootouts,-additional
258,David Desharnais,24,MTL,C,43,8,0.19,0.33,0.51,0.19,0.28,1.28,9,15,24,9,30,12,24,3,-3,1.7,0.6,2.3,2,1,1,50.0,deshada01
259,David Hale,29,OTT,D,25,2,0.04,0.16,0.20,0.07,0.24,0.80,1,4,5,2,18,0,15,4,7,0.2,1.7,1.9,0,,,,haleda01
260,David Jones,26,COL,RW,77,19,0.35,0.23,0.58,0.25,0.36,1.99,30,19,49,22,64,15,69,18,-2,4.0,1.2,5.2,4,0,4,0.0,jonesda01
261,David Kočí,29,COL,D,35,1,0.03,0.00,0.03,0.02,2.29,0.26,1,0,1,1,3,0,8,0,-5,0.1,-0.2,-0.1,0,,,,kocida01
262,David Krejčí,24,BOS,C,75,20,0.17,0.65,0.83,0.27,0.37,2.09,14,52,66,22,86,27,46,10,23,4.2,2.2,6.5,2,0,2,0.0,krejcda01
263,David Legwand,30,NSH,C,64,16,0.27,0.38,0.64,0.24,0.38,2.03,19,26,45,17,56,7,47,11,13,2.9,1.9,4.8,3,0,3,0.0,legwada01
264,David LeNeveu,27,CBJ,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,lenevda01
265,David Liffiton,26,COL,D,4,1,0.25,0.00,0.25,0.14,4.25,0.50,1,0,1,1,3,0,0,0,3,0.2,0.3,0.5,0,,,,liffida01
266,David Perron,22,STL,LW,10,3,0.50,0.20,0.70,0.33,1.20,2.90,5,2,7,3,12,3,2,0,7,0.8,0.5,1.3,0,,,,perroda01
267,David Schlemko,23,PHX,D,43,5,0.09,0.23,0.33,0.11,0.56,1.09,4,11,15,5,32,6,20,2,8,1.2,1.9,3.0,0,,,,schleda01
268,David Steckel,28,TOT,C,75,5,0.08,0.08,0.16,0.07,0.35,1.05,6,6,12,5,20,1,39,14,-6,-0.6,0.9,0.3,0,,,,steckda01
268,David Steckel,28,WSH,C,57,4,0.09,0.11,0.19,0.08,0.42,1.07,5,6,11,4,18,0,32,11,-3,-0.1,0.7,0.5,0,,,,steckda01
268,David Steckel,28,NJD,C,18,1,0.06,0.00,0.06,0.03,0.11,1.00,1,0,1,1,2,1,7,3,-3,-0.4,0.3,-0.2,0,,,,steckda01
269,David Van Der Gulik,27,COL,RW,6,1,0.17,0.33,0.50,0.18,0.33,2.00,1,2,3,1,4,0,0,0,4,0.3,0.2,0.5,0,,,,vandeda01
270,Davis Drewiske,26,LAK,D,38,1,0.00,0.13,0.13,0.04,0.50,0.71,0,5,5,1,16,0,20,3,-1,-0.1,1.4,1.3,0,,,,drewida01
271,Daymond Langkow,34,CGY,C,4,0,0.00,0.25,0.25,0.07,0.00,1.50,0,1,1,0,3,0,1,1,3,-0.1,0.2,0.1,0,,,,langkda01
272,Dennis Seidenberg,29,BOS,D,81,11,0.09,0.31,0.40,0.13,0.51,2.05,8,27,35,12,83,16,86,22,3,2.1,3.2,5.3,0,,,,seidede01
273,Dennis Wideman,27,TOT,D,75,13,0.13,0.40,0.53,0.18,0.52,2.13,11,32,43,15,87,29,90,13,-19,3.4,2.9,6.2,0,,,,widemde01
273,Dennis Wideman,27,FLA,D,61,11,0.15,0.39,0.54,0.18,0.54,2.21,10,26,36,13,67,25,77,9,-26,2.9,1.5,4.4,0,,,,widemde01
273,Dennis Wideman,27,WSH,D,14,2,0.07,0.43,0.50,0.16,0.43,1.79,1,6,7,2,20,4,13,4,7,0.5,1.4,1.9,0,,,,widemde01
274,Derek Boogaard,28,NYR,LW,22,1,0.05,0.05,0.09,0.04,2.05,0.18,1,1,2,1,3,0,3,0,0,0.0,0.1,0.2,0,,,,boogade01
275,Derek Dorsett,24,CBJ,RW,76,6,0.05,0.17,0.22,0.07,2.42,1.47,4,14,18,6,23,0,45,7,-15,-0.6,0.4,-0.2,0,,,,dorsede01
276,Derek Joslin,23,TOT,D,34,3,0.06,0.21,0.26,0.09,0.29,1.00,2,7,9,3,25,5,18,3,5,0.6,1.5,2.1,0,,,,joslide01
276,Derek Joslin,23,CAR,D,17,2,0.06,0.24,0.29,0.10,0.12,1.35,1,4,5,2,20,4,12,3,7,0.3,1.2,1.5,0,,,,joslide01
276,Derek Joslin,23,SJS,D,17,1,0.06,0.18,0.24,0.08,0.47,0.65,1,3,4,1,5,1,6,0,-2,0.3,0.3,0.6,0,,,,joslide01
277,Derek MacKenzie,29,CBJ,C,63,8,0.14,0.22,0.37,0.13,0.35,1.21,10,15,25,10,37,5,32,14,14,1.5,1.3,2.8,1,0,1,0.0,mackede01
278,Derek Morris,32,PHX,D,77,6,0.06,0.14,0.21,0.07,0.75,1.08,5,12,17,6,57,6,82,29,-2,0.4,2.6,3.1,0,,,,morride01
279,Derek Roy,27,BUF,C,35,12,0.29,0.71,1.00,0.35,0.46,2.54,11,27,38,13,43,16,32,4,-1,3.0,0.7,3.7,2,1,1,50.0,royde01
280,Derek Smith,26,OTT,D,9,0,0.00,0.11,0.11,0.03,0.00,1.44,0,1,1,0,4,0,1,0,3,-0.1,0.6,0.6,0,,,,smithde05
281,Derek Stepan,20,NYR,C,82,18,0.26,0.29,0.55,0.22,0.24,2.02,23,26,49,20,69,17,45,1,8,3.4,2.0,5.4,5,0,5,0.0,stepade01
282,Derick Brassard,23,CBJ,C,74,17,0.23,0.41,0.64,0.23,0.74,2.47,19,32,51,19,67,18,61,1,-11,3.3,0.8,4.1,1,0,1,0.0,brassde01
283,Deryk Engelland,28,PIT,D,63,4,0.05,0.11,0.16,0.06,1.95,0.78,3,7,10,4,23,0,32,4,-5,0.4,1.5,1.9,0,,,,engelde01
284,Devan Dubnyk,24,EDM,G,35,0,0.00,0.00,0.00,0.00,0.06,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,6.9,0,,,,dubnyde01
285,Devin Setoguchi,24,SJS,RW,72,17,0.31,0.26,0.57,0.23,0.51,2.76,24,20,44,19,58,15,45,0,-2,3.7,1.1,4.8,0,,,,setogde01
286,Dion Phaneuf,25,TOR,D,66,10,0.12,0.33,0.45,0.16,1.33,2.88,9,23,32,11,78,24,71,15,-2,2.3,3.4,5.7,0,,,,phanedi01
287,Dmitry Kulikov,20,FLA,D,72,9,0.08,0.28,0.36,0.12,0.63,1.15,7,21,28,10,59,13,62,11,-5,1.8,3.2,5.0,0,,,,kulikdm01
288,Dominic Moore,30,TBL,C,77,13,0.23,0.18,0.42,0.17,0.68,2.27,20,15,35,15,44,7,68,19,-12,2.0,0.9,2.9,6,3,3,50.0,mooredo01
289,Doug Janik,30,DET,D,7,0,0.00,0.00,0.00,0.00,1.00,1.14,0,0,0,0,4,0,6,0,-2,-0.1,0.0,-0.1,0,,,,janikdo01
290,Doug Weight,40,NYI,C,18,3,0.11,0.39,0.50,0.17,0.56,1.44,2,7,9,3,18,11,10,0,-3,0.3,0.2,0.5,0,,,,weighdo01
291,Douglas Murray,30,SJS,D,73,4,0.01,0.18,0.19,0.05,0.60,1.40,1,14,15,4,51,2,60,16,5,0.0,3.3,3.3,0,,,,murrado01
292,Drayson Bowman,21,CAR,C,23,0,0.00,0.04,0.04,0.01,0.52,1.22,0,1,1,0,7,1,6,0,0,-0.5,0.2,-0.3,0,,,,bowmadr01
293,Drew Bagnall,27,MIN,D,2,0,0.00,0.00,0.00,0.00,2.00,0.50,0,0,0,0,0,0,3,1,-2,0.0,-0.1,-0.1,0,,,,bagnadr01
294,Drew Doughty,21,LAK,D,76,14,0.14,0.38,0.53,0.18,0.89,1.83,12,31,43,15,107,32,82,20,13,3.3,6.3,9.6,1,0,1,0.0,doughdr01
295,Drew Miller,26,DET,LW,67,7,0.15,0.12,0.27,0.11,0.19,1.27,11,9,20,8,25,0,40,13,-2,0.8,0.7,1.4,0,,,,milledr01
296,Drew Stafford,25,BUF,RW,62,22,0.50,0.34,0.84,0.36,0.55,2.89,34,22,56,25,75,26,38,2,13,6.2,1.6,7.8,3,1,2,33.3,staffdr01
297,Duncan Keith,27,CHI,D,82,14,0.09,0.46,0.55,0.17,0.27,2.11,8,41,49,16,121,40,107,25,-1,3.1,4.1,7.2,0,,,,keithdu01
298,Dustin Boyd,24,MTL,C,10,1,0.10,0.00,0.10,0.05,0.20,0.80,1,0,1,1,1,0,9,2,-6,-0.1,-0.1,-0.2,0,,,,boyddu01
299,Dustin Brown,26,LAK,RW,82,23,0.34,0.35,0.70,0.27,0.82,2.78,31,31,62,25,85,24,52,8,17,4.7,2.9,7.5,7,2,5,28.6,browndu01
300,Dustin Byfuglien,25,ATL,D,81,20,0.25,0.41,0.65,0.25,1.15,4.28,22,35,57,22,121,42,81,0,-2,6.0,3.6,9.6,2,0,2,0.0,byfugdu01
301,Dustin Jeffrey,22,PIT,C,25,5,0.28,0.20,0.48,0.20,0.16,1.56,8,5,13,6,15,1,9,0,5,1.2,0.6,1.8,1,1,0,100.0,jeffrdu01
302,Dustin Penner,28,TOT,RW,81,18,0.28,0.27,0.56,0.22,0.58,2.14,25,23,48,20,67,18,72,11,-12,3.2,1.2,4.4,0,,,,pennedu01
302,Dustin Penner,28,EDM,RW,62,16,0.34,0.29,0.63,0.26,0.73,2.21,23,19,42,18,55,15,63,11,-12,3.2,0.8,4.0,3,0,3,0.0,pennedu01
302,Dustin Penner,28,LAK,RW,19,2,0.11,0.21,0.32,0.11,0.11,1.89,2,4,6,2,12,3,9,0,0,-0.1,0.4,0.4,1,0,1,0.0,pennedu01
303,Dwayne Roloson,41,TOT,G,54,1,0.00,0.04,0.04,0.01,0.15,0.00,0,2,2,1,2,1,0,0,0,0.0,0.0,9.6,0,,,,rolosdw01
303,Dwayne Roloson,41,TBL,G,34,0,0.00,0.03,0.03,0.01,0.18,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,5.7,0,,,,rolosdw01
303,Dwayne Roloson,41,NYI,G,20,0,0.00,0.05,0.05,0.01,0.10,0.00,0,1,1,0,1,1,0,0,0,0.0,0.0,4.0,0,,,,rolosdw01
304,Dwight King,21,LAK,LW,6,0,0.00,0.00,0.00,0.00,0.33,0.50,0,0,0,0,2,0,4,0,-2,-0.2,0.0,-0.2,0,,,,kingdw01
305,Dylan Reese,26,NYI,D,27,2,0.00,0.22,0.22,0.06,0.56,0.85,0,6,6,2,12,0,27,3,-12,0.2,-0.2,0.0,0,,,,reesedy01
306,Ed Jovanovski,34,PHX,D,50,5,0.10,0.18,0.28,0.10,0.78,1.46,5,10,15,5,39,3,51,19,4,0.9,2.1,3.0,0,,,,jovaned01
307,Éric Bélanger,33,PHX,C,82,14,0.16,0.33,0.49,0.17,0.44,1.55,14,29,43,16,66,9,61,15,11,1.8,1.7,3.5,3,1,2,33.3,belaner01
308,Eric Boulton,34,ATL,LW,69,4,0.09,0.06,0.14,0.06,1.26,0.74,7,4,11,5,21,1,19,0,1,0.0,0.7,0.7,0,,,,boulter01
309,Eric Brewer,31,TOT,D,76,7,0.12,0.09,0.21,0.09,1.07,1.45,10,7,17,7,63,2,80,25,6,0.8,3.9,4.7,0,,,,breweer01
309,Eric Brewer,31,STL,D,54,6,0.15,0.11,0.26,0.11,1.06,1.59,9,6,15,7,45,1,61,18,1,1.1,2.4,3.5,0,,,,breweer01
309,Eric Brewer,31,TBL,D,22,1,0.05,0.05,0.09,0.04,1.09,1.09,1,1,2,1,18,1,19,7,5,-0.2,1.4,1.2,0,,,,breweer01
310,Eric Fehr,25,WSH,RW,52,8,0.19,0.19,0.38,0.16,0.31,2.31,11,11,22,9,30,12,18,0,0,1.4,0.8,2.2,0,,,,fehrer01
311,Eric Godard,30,PIT,RW,19,1,0.00,0.16,0.16,0.04,5.53,0.05,0,3,3,1,5,0,1,0,4,0.0,0.3,0.3,0,,,,godarer01
312,Eric Nystrom,27,MIN,LW,82,4,0.05,0.10,0.15,0.05,0.37,1.01,4,9,13,5,24,1,50,11,-16,-1.4,0.7,-0.7,0,,,,nystrer01
313,Eric Staal,26,CAR,C,81,30,0.41,0.53,0.94,0.37,0.89,3.65,36,46,82,32,117,46,93,12,-10,7.0,1.4,8.4,1,0,1,0.0,staaler01
314,Eric Tangradi,21,PIT,LW,15,1,0.07,0.13,0.20,0.07,0.67,1.20,1,2,3,1,6,2,8,0,-4,0.0,0.0,0.0,0,,,,tangrer01
315,Eric Wellwood,20,PHI,LW,3,0,0.00,0.33,0.33,0.09,0.67,2.67,0,1,1,0,2,0,1,0,1,0.0,0.1,0.1,0,,,,wellwer01
316,Erik Christensen,27,NYR,C,63,10,0.17,0.25,0.43,0.16,0.29,1.37,12,17,29,11,36,8,25,0,3,1.9,1.1,3.0,8,5,3,62.5,chriser01
317,Erik Cole,32,CAR,LW,82,21,0.32,0.32,0.63,0.26,0.60,2.45,29,28,57,23,81,20,72,10,-1,4.3,1.5,5.9,0,,,,coleer01
318,Erik Condra,24,OTT,RW,26,5,0.23,0.19,0.42,0.18,0.46,1.85,7,5,12,5,13,3,12,1,-1,0.7,0.5,1.2,0,,,,condrer01
319,Erik Gustafsson,22,PHI,D,3,0,0.00,0.00,0.00,0.00,1.33,0.67,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,gustaer01
320,Erik Johnson,22,TOT,D,77,10,0.10,0.27,0.38,0.13,0.73,2.09,8,22,30,10,77,22,92,24,-13,2.1,2.3,4.3,0,,,,johnser01
320,Erik Johnson,22,STL,D,55,7,0.09,0.25,0.35,0.12,0.67,1.96,5,15,20,7,53,15,61,15,-8,1.3,1.7,3.0,2,0,2,0.0,johnser01
320,Erik Johnson,22,COL,D,22,4,0.14,0.32,0.45,0.16,0.86,2.41,3,7,10,4,24,7,31,9,-5,0.8,0.6,1.4,0,,,,johnser01
321,Erik Karlsson,20,OTT,D,75,16,0.17,0.43,0.60,0.21,0.67,2.43,14,34,48,17,76,29,81,4,-30,4.5,2.3,6.7,3,1,2,33.3,karlser01
322,Ethan Moreau,35,CBJ,LW,37,2,0.03,0.14,0.16,0.05,0.65,1.51,1,5,6,2,8,1,25,9,-9,-0.6,0.1,-0.5,0,,,,moreaet01
323,Evan Brophey,24,CHI,C,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,brophev01
324,Evan Oberg,22,VAN,D,2,0,0.00,0.00,0.00,0.00,0.00,0.50,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0,,,,obergev01
325,Evander Kane,19,ATL,C,73,17,0.26,0.33,0.59,0.23,0.93,3.21,21,26,47,19,63,15,71,11,-12,3.2,0.9,4.1,4,0,4,0.0,kaneev01
326,Evgeni Malkin,24,PIT,C,43,14,0.35,0.51,0.86,0.33,0.42,4.23,17,23,40,16,59,27,36,0,-4,3.3,0.8,4.1,3,1,2,33.3,malkiev01
327,Evgenii Dadonov,21,FLA,RW,36,7,0.22,0.25,0.47,0.18,0.39,1.67,9,10,19,8,21,1,20,0,0,1.2,0.7,1.9,1,0,1,0.0,dadonev01
328,Evgeny Grachev,20,NYR,C,8,0,0.00,0.00,0.00,0.00,0.00,0.38,0,0,0,0,0,0,3,0,-3,-0.2,0.0,-0.2,0,,,,grachev01
329,Fedor Tyutin,27,CBJ,D,80,9,0.09,0.25,0.34,0.11,0.40,1.60,8,21,29,10,73,18,90,23,-12,1.6,2.6,4.2,3,1,2,33.3,tyutife01
330,Fernando Pisani,34,CHI,RW,60,6,0.12,0.15,0.27,0.10,0.17,1.20,8,10,18,7,21,1,34,14,0,0.3,0.8,1.1,0,,,,pisanfe01
331,Filip Kuba,34,OTT,D,64,5,0.03,0.22,0.25,0.08,0.25,1.19,2,15,17,5,50,10,84,18,-26,0.5,1.4,1.9,0,,,,kubafi01
332,Francis Bouillon,35,NSH,D,44,3,0.02,0.20,0.23,0.07,0.61,1.07,1,10,11,3,40,4,45,6,-3,0.2,1.9,2.0,0,,,,bouilfr01
333,Francis Lessard,31,OTT,D,24,0,0.00,0.00,0.00,0.00,3.25,0.25,0,0,0,0,1,0,1,0,0,-0.1,0.3,0.1,0,,,,lessafr01
334,Francis Wathier,26,DAL,LW,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2,0,-2,0.0,-0.1,-0.1,0,,,,wathifr01
335,François Beauchemin,30,TOT,D,81,6,0.06,0.15,0.21,0.07,0.40,1.31,5,13,18,6,74,11,100,29,-8,0.2,3.4,3.6,0,,,,beaucfr01
335,François Beauchemin,30,TOR,D,54,4,0.04,0.19,0.22,0.07,0.30,1.41,2,11,13,4,49,6,67,20,-4,0.1,2.4,2.5,0,,,,beaucfr01
335,François Beauchemin,30,ANA,D,27,2,0.11,0.07,0.19,0.08,0.59,1.11,3,2,5,2,25,5,33,9,-4,0.2,0.9,1.1,0,,,,beaucfr01
336,Frans Nielsen,26,NYI,C,71,16,0.18,0.44,0.62,0.22,0.54,2.20,14,33,47,17,69,16,61,21,13,2.7,1.9,4.7,8,5,3,62.5,nielsfr01
337,Frazer McLaren,23,SJS,LW,9,0,0.00,0.00,0.00,0.00,2.44,0.11,0,0,0,0,1,0,2,0,-1,-0.1,0.0,-0.1,0,,,,mclarfr01
338,Freddy Meyer,30,ATL,D,15,1,0.07,0.07,0.13,0.05,0.53,0.73,1,1,2,1,4,0,11,0,-7,0.1,-0.1,-0.1,0,,,,meyerfr01
339,Fredrik Modin,36,TOT,LW,40,5,0.18,0.08,0.25,0.12,0.35,1.35,8,3,11,5,16,1,41,12,-14,0.6,-0.1,0.5,0,,,,modinfr01
339,Fredrik Modin,36,ATL,LW,36,5,0.19,0.08,0.28,0.13,0.33,1.42,8,3,11,5,16,1,38,12,-11,0.7,0.0,0.7,0,,,,modinfr01
339,Fredrik Modin,36,CGY,LW,4,0,0.00,0.00,0.00,0.00,0.50,0.75,0,0,0,0,0,0,3,0,-3,-0.1,-0.1,-0.2,0,,,,modinfr01
340,Fredrik Sjöström,27,TOR,RW,66,2,0.03,0.05,0.08,0.03,0.21,0.94,2,3,5,2,15,1,37,18,-5,-1.4,0.6,-0.8,0,,,,sjostfr01
341,Garrett Stafford,31,PHX,D,2,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,1,0,1,0,0,0.0,0.0,0.0,0,,,,staffga01
342,George Parros,31,ANA,RW,78,2,0.04,0.01,0.05,0.02,2.19,0.42,3,1,4,2,5,0,9,0,-4,-0.7,0.4,-0.3,0,,,,parroge01
343,Gilbert Brulé,24,EDM,C,41,4,0.17,0.05,0.22,0.10,1.00,1.76,8,2,10,5,18,3,22,0,-7,0.1,0.3,0.4,3,0,3,0.0,brulegi01
344,Grant Clitsome,25,CBJ,D,31,6,0.13,0.48,0.61,0.20,0.52,1.61,4,16,20,7,40,15,27,4,2,1.7,1.5,3.2,0,,,,clitsgr01
345,Greg Mauldin,28,COL,C,29,4,0.17,0.17,0.34,0.14,0.28,1.59,5,5,10,4,14,0,13,4,5,0.8,0.5,1.3,0,,,,mauldgr01
346,Greg Nemisz,20,CGY,C,6,0,0.00,0.17,0.17,0.05,0.00,0.83,0,1,1,0,1,0,2,0,-1,0.0,0.0,0.0,0,,,,nemisgr01
347,Greg Zanon,30,MIN,D,82,2,0.00,0.09,0.09,0.02,0.59,0.67,0,7,7,2,52,2,85,30,-5,-1.3,3.9,2.6,0,,,,zanongr01
348,Gregory Campbell,27,BOS,C,80,11,0.16,0.20,0.36,0.14,1.16,1.23,14,17,31,12,41,4,37,11,11,1.6,1.4,3.0,0,,,,campbgr01
349,Guillaume Desbiens,25,VAN,D,12,0,0.00,0.00,0.00,0.00,0.83,0.33,0,0,0,0,0,0,3,0,-3,-0.1,-0.1,-0.2,0,,,,desbigu01
350,Guillaume Latendresse,23,MIN,RW,11,2,0.27,0.27,0.55,0.22,0.73,1.64,3,3,6,2,10,4,4,0,2,0.6,0.3,0.8,0,,,,latengu01
351,Hal Gill,35,MTL,D,75,3,0.03,0.09,0.12,0.04,0.57,0.83,2,7,9,3,41,0,69,19,-9,-0.5,3.0,2.4,0,,,,gillha01
352,Henrik Karlsson,27,CGY,G,17,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,2.1,0,,,,karlshe01
353,Henrik Lundqvist,28,NYR,G,68,1,0.00,0.06,0.06,0.02,0.09,0.00,0,4,4,1,4,2,0,0,0,0.0,0.0,14.0,0,,,,lundqhe01
354,Henrik Sedin,30,VAN,C,82,30,0.23,0.91,1.15,0.37,0.49,1.91,21,80,101,33,133,56,52,1,26,7.8,2.7,10.5,1,0,1,0.0,sedinhe01
355,Henrik Tallinder,32,NJD,D,82,6,0.06,0.13,0.20,0.07,0.49,1.24,5,12,17,6,60,2,86,22,-6,0.2,5.0,5.2,0,,,,tallihe01
356,Henrik Zetterberg,30,DET,C,80,28,0.30,0.70,1.00,0.34,0.50,3.83,26,60,86,31,105,42,71,7,-1,6.8,1.4,8.2,3,0,3,0.0,zettehe01
357,Hugh Jessiman,26,FLA,RW,2,0,0.00,0.00,0.00,0.00,2.50,1.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,jessihu01
358,Ian Cole,21,STL,D,26,1,0.04,0.12,0.15,0.05,1.35,0.85,1,3,4,1,20,1,16,3,6,0.0,1.4,1.4,0,,,,coleia01
359,Ian White,26,TOT,D,78,8,0.05,0.28,0.33,0.10,0.33,1.77,4,24,28,9,72,15,68,14,3,1.5,3.4,4.8,0,,,,whiteia01
359,Ian White,26,CAR,D,39,3,0.00,0.26,0.26,0.07,0.31,1.36,0,11,11,3,34,6,31,7,4,0.2,1.9,2.1,0,,,,whiteia01
359,Ian White,26,SJS,D,23,3,0.09,0.35,0.43,0.14,0.35,2.22,2,9,11,4,28,4,22,7,9,0.8,1.7,2.5,0,,,,whiteia01
359,Ian White,26,CGY,D,16,2,0.13,0.25,0.38,0.13,0.38,2.13,2,4,6,2,10,5,15,0,-10,0.5,-0.2,0.3,0,,,,whiteia01
360,Ilya Bryzgalov,30,PHX,G,68,0,0.00,0.00,0.00,0.00,0.03,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,14.7,0,,,,bryzgil01
361,Ilya Kovalchuk,27,NJD,LW,81,25,0.38,0.36,0.74,0.30,0.35,3.02,34,31,65,27,79,27,78,0,-26,4.9,1.9,6.8,5,2,3,40.0,kovalil01
362,J.P. Dumont,32,NSH,RW,70,8,0.14,0.13,0.27,0.11,0.23,1.27,11,10,21,9,31,8,21,0,2,0.9,1.0,1.9,0,,,,dumonjp01
363,Jack Hillen,25,NYI,D,64,7,0.06,0.28,0.34,0.11,0.70,1.27,4,19,23,7,55,4,69,13,-5,1.5,2.1,3.6,0,,,,hilleja01
364,Jack Johnson,24,LAK,D,82,12,0.06,0.45,0.51,0.15,0.54,1.87,5,40,45,14,85,33,76,3,-21,2.9,3.3,6.2,7,1,6,14.3,johnsja02
365,Jack Skille,23,TOT,RW,62,7,0.13,0.18,0.31,0.12,0.47,2.48,9,12,21,8,27,2,36,2,-9,0.8,0.4,1.3,0,,,,skillja01
365,Jack Skille,23,CHI,RW,49,6,0.14,0.20,0.35,0.13,0.51,2.47,8,11,19,7,22,1,18,0,3,1.1,0.6,1.8,0,,,,skillja01
365,Jack Skille,23,FLA,RW,13,1,0.08,0.08,0.15,0.06,0.31,2.54,1,1,2,1,5,1,18,2,-12,-0.3,-0.2,-0.5,0,,,,skillja01
366,Jacob Josefson,19,NJD,C,28,4,0.11,0.25,0.36,0.13,0.21,1.11,3,7,10,4,14,3,7,1,5,0.4,0.8,1.2,1,0,1,0.0,josefja01
367,Jacob Markström,21,FLA,G,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,,,,marksja02
368,Jake Dowell,25,CHI,C,79,7,0.08,0.19,0.27,0.09,0.80,0.94,7,16,23,8,33,0,40,12,5,0.3,1.1,1.4,0,,,,dowelja01
369,Jake Muzzin,21,LAK,D,11,0,0.00,0.09,0.09,0.02,0.00,0.73,0,1,1,0,2,0,4,0,-2,-0.1,0.2,0.2,0,,,,muzzija01
370,Jakub Kindl,23,DET,D,48,2,0.04,0.04,0.08,0.03,0.75,1.29,2,2,4,2,22,0,29,1,-6,-0.1,0.7,0.6,0,,,,kindlja01
371,Jakub Voráček,21,CBJ,RW,80,16,0.18,0.40,0.58,0.20,0.33,2.29,15,34,49,17,76,20,61,2,-3,2.6,1.3,3.9,3,0,3,0.0,voracja01
372,Jamal Mayers,36,SJS,RW,78,5,0.04,0.14,0.18,0.06,1.59,0.79,3,12,15,5,19,0,24,8,3,-0.1,0.9,0.7,0,,,,mayerja01
373,James Neal,23,TOT,LW,79,18,0.28,0.29,0.57,0.23,0.84,2.68,24,24,48,20,70,18,46,1,7,3.5,1.9,5.4,0,,,,nealja01
373,James Neal,23,DAL,LW,59,16,0.36,0.31,0.66,0.28,1.02,2.71,23,19,42,18,56,14,35,1,8,3.7,1.6,5.2,2,0,2,0.0,nealja01
373,James Neal,23,PIT,LW,20,2,0.05,0.25,0.30,0.09,0.30,2.60,1,5,6,2,14,4,11,0,-1,-0.2,0.4,0.2,4,3,1,75.0,nealja01
374,James Reimer,22,TOR,G,37,0,0.00,0.03,0.03,0.01,0.05,0.00,0,1,1,0,1,0,0,0,0,0.0,0.0,7.8,0,,,,reimeja01
375,James van Riemsdyk,21,PHI,LW,75,17,0.28,0.25,0.53,0.22,0.47,2.31,23,20,43,18,64,9,40,0,15,3.7,1.5,5.2,0,,,,vanrija01
376,James Wisniewski,26,TOT,D,75,17,0.13,0.55,0.68,0.22,0.51,2.11,11,44,55,18,92,42,77,13,-14,4.8,2.8,7.6,0,,,,wisnija01
376,James Wisniewski,26,MTL,D,43,10,0.16,0.53,0.70,0.23,0.47,2.02,8,25,33,11,58,25,37,8,4,2.9,2.8,5.7,2,0,2,0.0,wisnija01
376,James Wisniewski,26,NYI,D,32,7,0.09,0.56,0.66,0.20,0.56,2.22,3,19,22,7,34,17,40,5,-18,1.8,0.0,1.8,0,,,,wisnija01
377,James Wright,20,TBL,C,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0,0,0,0,0,2,0,-2,0.0,-0.1,-0.1,0,,,,wrighja02
378,Jamie Arniel,21,BOS,C,1,0,0.00,0.00,0.00,0.00,0.00,3.00,0,0,0,0,0,0,1,0,-1,0.0,0.0,-0.1,0,,,,arnieja01
379,Jamie Benn,21,DAL,LW,69,21,0.32,0.49,0.81,0.31,0.75,2.57,24,36,60,23,67,15,63,6,-5,5.1,1.3,6.3,7,2,5,28.6,bennja01
380,Jamie Doornbosch,20,NYI,D,1,0,0.00,0.00,0.00,0.00,0.00,1.00,0,0,0,0,0,0,1,0,-1,0.0,-0.1,-0.1,0,,,,doornja01
381,Jamie Langenbrunner,35,TOT,RW,70,11,0.13,0.33,0.46,0.16,0.64,2.19,9,25,34,12,51,14,67,12,-18,1.0,0.9,2.0,0,,,,langeja01
381,Jamie Langenbrunner,35,DAL,RW,39,6,0.13,0.33,0.46,0.16,0.74,1.97,5,14,19,7,26,6,28,5,-3,0.7,0.6,1.3,1,0,1,0.0,langeja01
381,Jamie Langenbrunner,35,NJD,RW,31,5,0.13,0.32,0.45,0.16,0.52,2.45,4,11,15,5,25,8,39,7,-15,0.3,0.3,0.7,1,1,0,100.0,langeja01
382,Jamie McBain,22,CAR,D,76,10,0.09,0.30,0.39,0.13,0.42,1.25,8,25,33,11,73,19,68,6,-8,2.4,2.3,4.7,0,,,,mcbaija02
